OBJECTID,LONGITUDE,LATITUDE,city_1,state,zip
1,-96.792901,32.694108,DALLAS,TX,75216
2,-106.461451,31.818872,EL PASO,TX,79930
3,-97.162212,33.645364,GAINESVILLE,TX,76240
4,-98.55091,33.871837,WICHITA FALLS,TX,76308
5,-95.847853,32.168791,ATHENS,TX,75751
6,-97.668091,26.166017,HARLINGEN,TX,78550
7,-94.775549,29.31111,GALVESTON,TX,77555
8,-98.502397,33.913205,WICHITA FALLS,TX,76301
9,-95.569862,29.991885,HOUSTON,TX,77070
10,-106.434234,31.772674,EL PASO,TX,79905
11,-96.571914,33.701217,DENISON,TX,75020
12,-95.407229,29.706364,HOUSTON,TX,77030
13,-95.461051,29.648207,HOUSTON,TX,77035
14,-96.958855,32.908941,IRVING,TX,75063
15,-100.913721,29.386028,DEL RIO,TX,78840
16,-97.142387,32.611281,MANSFIELD,TX,76063
17,-98.573811,29.507791,SAN ANTONIO,TX,78229
18,-95.39694,29.706353,HOUSTON,TX,77030
19,-97.748986,30.353278,AUSTIN,TX,78731
20,-95.418292,29.817438,HOUSTON,TX,77018
21,-98.203892,26.253823,EDINBURG,TX,78539
22,-95.475022,29.707468,HOUSTON,TX,77081
23,-95.049721,29.818973,HIGHLANDS,TX,77562
24,-97.420042,32.665949,FORT WORTH,TX,76132
25,-94.367831,32.537293,MARSHALL,TX,75670
26,-95.688099,29.563648,SUGAR LAND,TX,77479
27,-94.845692,29.276107,GALVESTON,TX,77555
28,-97.748986,30.353278,AUSTIN,TX,78731
29,-96.792901,32.694108,DALLAS,TX,75216
30,-96.879282,32.647463,DALLAS,TX,75237
31,-96.803528,32.914561,DALLAS,TX,75230
32,-102.289616,31.921595,ODESSA,TX,79765
33,-97.111368,32.691141,ARLINGTON,TX,76014
34,-97.114752,32.691951,ARLINGTON,TX,76015
35,-106.499399,31.77127,EL PASO,TX,79902
36,-106.514346,31.818987,EL PASO,TX,77912
37,-95.650275,29.586487,SUGARLAND,TX,77479
38,-95.396822,29.714726,HOUSTON,TX,77030
39,-94.168763,30.116383,BEAUMONT,TX,77706
40,-97.703812,30.412746,AUSTIN,TX,78758
41,-97.343749,32.734544,FORT WORTH,TX,76104
42,-96.83884,32.812892,DALLAS,TX,75390
43,-97.501092,25.979557,BROWNSVILLE,TX,78526
44,-95.397251,29.682263,HOUSTON,TX,77054
45,-96.959251,32.834862,IRVING,TX,75061
46,-95.455982,29.682755,HOUSTON,TX,77096
47,-95.214613,29.583912,HOUSTON,TX,77089
48,-97.336362,32.397779,KEENE,TX,76059
49,-95.41468,29.949228,HOUSTON,TX,77060
50,-97.39533,27.777473,CORPUS CHRISTI,TX,78404
51,-98.312882,26.195586,MISSION,TX,78572
52,-94.775549,29.31111,GALVESTON,TX,77555
53,-95.526033,29.689529,HOUSTON,TX,77074
54,-95.401396,29.709996,HOUSTON,TX,77030
55,-98.588356,29.510016,SAN ANTONIO,TX,78229
56,-95.539726,30.181828,THE WOODLANDS,TX,77382
57,-96.568891,32.907477,ROWLETT,TX,75088
58,-97.400748,27.771676,CORPUS CHRISTI,TX,78404
59,-97.39859,27.778933,CORPUS CHRISTI,TX,78404
60,-95.540912,29.727603,HOUSTON,TX,77042
61,-106.559029,31.835337,EL PASO,TX,79916
62,-95.426921,30.025078,HOUSTON,TX,77073
63,-97.97635,26.151933,WESLACO,TX,78596
64,-95.223118,30.052982,KINGWOOD,TX,77339
65,-96.440825,32.864864,HEATH,TX,75032
66,-96.595571,32.835373,GARLAND,TX,75043
67,-96.313862,30.638325,COLLEGE STATION,TX,77840
68,-97.363404,32.602961,CROWLEY,TX,76036
69,-98.540002,29.526101,SAN ANTONIO,TX,78230
70,-102.297692,31.899129,ODESSA,TX,79765
71,-95.39694,29.706353,HOUSTON,TX,77030
72,-97.074491,33.052937,FLOWER MOUND,TX,75028
73,-97.517254,25.977712,BROWNSVILLE,TX,78526
74,-97.346179,32.730614,FORT WORTH,TX,76104
75,-97.312401,32.536553,BURLESON,TX,76028
76,-98.569421,34.098347,BURKBURNETT,TX,76354
77,-94.349673,32.537517,MARSHALL,TX,75670
78,-95.745592,29.775048,KATY,TX,77450
79,-98.59602,29.516902,SAN ANTONIO,TX,78248
80,-96.34537,30.651244,BRYAN,TX,77802
81,-98.680971,29.752129,BOERNE,TX,78015
82,-96.662034,32.91765,GARLAND,TX,75042
83,-102.011837,33.489113,WOLFFORTH,TX,79382
84,-97.416012,27.779108,CORPUS CHRISTI,TX,78405
85,-95.397802,29.685318,HOUSTON,TX,77030
86,-94.42958,30.776651,WOODVILLE,TX,75979
87,-98.381743,29.570818,SAN ANTONIO,TX,78247
88,-97.003666,33.044573,LEWISVILLE,TX,75057
89,-95.484169,30.422963,WILLIS,TX,77378
90,-95.292572,32.337873,TYLER,TX,75701
91,-97.811879,30.530596,CEDAR PARK,TX,78613
92,-97.5966,33.217483,DECATUR,TX,76234
93,-96.167485,33.578321,BONHAM,TX,75418
94,-95.397553,29.714201,HOUSTON,TX,77030
95,-96.682599,32.772601,DALLAS,TX,75227
96,-97.804493,31.100439,KILLEEN,TX,76549
97,-94.944394,32.734972,GILMER,TX,75644
98,-95.396646,29.710763,HOUSTON,TX,77030
99,-95.403705,29.622473,HOUSTON,TX,77030
100,-95.459622,29.758938,HOUSTON,TX,77056
101,-97.115212,32.750093,ARLINGTON,TX,76012
102,-95.399482,29.711652,HOUSTON,TX,77030
103,-97.69865,30.333296,AUSTIN,TX,78752
104,-97.137334,33.211401,DENTON,TX,76201
105,-95.450502,29.750223,HOUSTON,TX,77027
106,-95.131108,29.542294,HOUSTON,TX,77598
107,-97.331532,32.726855,FORT WORTH,TX,76104
108,-96.976749,28.812696,VICTORIA,TX,77901
109,-98.579458,29.510074,SAN ANTONIO,TX,78229
110,-95.396516,29.704431,HOUSTON,TX,77030
111,-94.982182,29.769839,BAYTOWN,TX,77521
112,-95.500182,29.707209,HOUSTON,TX,77074
113,-95.421482,29.706044,HOUSTON,TX,77025
114,-106.300445,31.764823,EL PASO,TX,79936
115,-96.83884,32.812892,DALLAS,TX,75390
116,-97.162509,33.646147,GAINESVILLE,TX,76240
117,-95.245201,29.413733,ALVIN,TX,77511
118,-95.500182,29.707209,HOUSTON,TX,77054
119,-96.291261,30.582582,COLLEGE STATION,TX,77845
120,-96.782352,32.791539,DALLAS,TX,75204
121,-96.849394,33.032477,PLANO,TX,75093
122,-97.13314,32.912238,COLLEYVILLE,TX,76034
123,-94.94746,29.747571,BAYTOWN,TX,77520
124,-101.854224,33.537847,LUBBOCK,TX,79412
125,-95.655074,29.141555,WEST COLUMBIA,TX,77486
126,-95.3557,29.67125,HOUSTON,TX,77051
127,-95.358954,29.710846,HOUSTON,TX,77004
128,-96.83704,32.811527,DALLAS,TX,75235
129,-95.51832,29.691198,HOUSTON,TX,77074
130,-98.510572,29.379553,SAN ANTONIO,TX,78214
131,-101.915184,33.514001,LUBBOCK,TX,79412
132,-97.669005,26.175793,HARLINGEN,TX,78550
133,-97.712266,30.260653,AUSTIN,TX,78702
134,-95.194141,29.664973,PASADENA,TX,77504
135,-97.682381,26.189971,HARLINGEN,TX,78550
136,-98.461283,29.390412,SAN ANTONIO,TX,78210
137,-98.497401,29.516893,SAN ANTONIO,TX,78216
138,-98.69449,29.467147,SAN ANTONIO,TX,78251
139,-95.14722,29.585091,HOUSTON,TX,77062
140,-98.224459,26.183628,MCALLEN,TX,78503
141,-98.59163,29.512974,SAN ANTONIO,TX,78229
142,-97.090819,33.20549,DENTON,TX,76205
143,-97.876493,30.02902,KYLE,TX,78640
144,-98.426431,29.448092,SAN ANTONIO,TX,78219
145,-98.577383,29.535643,SAN ANTONIO,TX,78240
146,-96.095215,31.426519,BUFFALO,TX,75831
147,-95.367226,29.748405,HOUSTON,TX,77002
148,-97.363352,31.08538,TEMPLE,TX,76508
149,-97.326455,32.726472,FORT WORTH,TX,76104
150,-97.365829,31.07892,TEMPLE,TX,76508
151,-94.168763,30.116383,BEAUMONT,TX,77706
152,-102.373673,31.844066,ODESSA,TX,79761
153,-96.726218,32.97315,RICHARDSON,TX,75080
154,-95.57453,29.680401,HOUSTON,TX,77099
155,-95.525801,29.655593,HOUSTON,TX,77071
156,-95.502329,30.166744,THE WOODLANDS,TX,77381
157,-96.780351,32.790941,DALLAS,TX,75246
158,-95.704578,29.625929,RICHMOND,TX,77406
159,-95.442924,30.017094,HOUSTON,TX,77090
160,-97.825498,30.502651,CEDAR PARK,TX,78613
161,-101.749629,34.192991,PLAINVIEW,TX,79072
162,-97.709661,30.265108,AUSTIN,TX,78702
163,-96.718175,32.977876,RICHARDSON,TX,75080
164,-97.458145,27.757217,CORPUS CHRISTI,TX,78405
165,-94.12759,30.085613,BEAUMONT,TX,77702
166,-95.125256,29.541825,WEBSTER,TX,77598
167,-95.718844,29.777653,KATY,TX,77450
168,-95.61899,30.087251,TOMBALL,TX,77375
169,-97.326455,32.726472,FORTWORTH,TX,76104
170,-106.479619,31.77865,EL PASO,TX,79902
171,-95.607229,29.617821,SUGAR LAND,TX,77478
172,-96.733062,33.085973,PLANO,TX,75025
173,-96.839044,32.942791,ADDISON,TX,75001
174,-95.479082,29.735488,HOUSTON,TX,77057
175,-94.977584,29.76859,BAYTOWN,TX,77521
176,-94.977557,29.767422,BAYTOWN,TX,77521
177,-97.34925,31.077907,TEMPLE,TX,76504
178,-99.515897,34.255413,CHILLICOTHE,TX,79225
179,-95.397784,29.713494,HOUSTON,TX,77030
180,-97.707995,30.412257,AUSTIN,TX,78758
181,-97.713402,30.508996,AUSTIN,TX,78681
182,-95.430566,29.812243,HOUSTON,TX,77008
183,-95.399165,29.708415,HOUSTON,TX,77030
184,-96.749962,32.962558,RICHARDSON,TX,75080
185,-95.399165,29.708415,HOUSTON,TX,77030
186,-95.430566,29.812243,HOUSTON,TX,77008
187,-97.34925,31.077907,TEMPLE,TX,76504
188,-95.743676,29.708647,KATY,TX,77450
189,-95.450502,29.750223,HOUSTON,TX,77027
190,-96.27995,32.710726,TERRELL,TX,75160
191,-95.607229,29.617821,SUGAR LAND,TX,77478
192,0,0,RIYADH,TX,11525
193,-97.110592,32.684633,ARLINGTON,TX,76014
194,-98.502173,29.430134,SAN ANTONIO,TX,78207
195,-98.573811,29.507791,SAN ANTONIO,TX,78229
196,-98.573811,29.507791,SAN ANTONIO,TX,78229
197,-97.320953,32.704778,FORT WORTH,TX,76115
198,-97.746432,30.306685,AUSTIN,TX,78705
199,-94.775549,29.31111,GALVESTON,TX,77555
200,-98.58582,33.089826,GRAHAM,TX,76450
201,-95.397784,29.713494,HOUSTON,TX,77030
202,-95.595972,29.596662,SUGAR LAND,TX,77478
203,-96.745912,32.911498,DALLAS,TX,75243
204,-95.513729,29.689753,HOUSTON,TX,77074
205,-95.400292,29.710291,HOUSTON,TX,77030
206,-95.366125,29.74587,HOUSTON,TX,77002
207,-95.366125,29.74587,HOUSTON,TX,77002
208,-95.593129,29.730563,HOUSTON,TX,77082
209,-95.641662,29.596833,SUGARLAND,TX,77479
210,-95.459733,29.705326,BELLAIRE,TX,77401
211,-96.662783,32.719474,DALLAS,TX,75217
212,-95.41864,29.733111,HOUSTON,TX,77098
213,-94.133186,30.086935,BEAUMONT,TX,77702
214,-96.123381,33.123435,GREENVILLE,TX,75401
215,-97.82079,30.503624,CEDAR PARK,TX,78613
216,-102.41385,34.836798,HEREFORD,TX,79045
217,-96.771964,32.914744,DALLAS,TX,75251
218,-97.328264,32.73775,FORT WORTH,TX,76104
219,-96.881915,32.646101,DESOTO,TX,75115
220,-96.76887,33.018667,PLANO,TX,75093
221,-94.979604,29.760814,BAYTOWN,TX,77521
222,-95.291958,32.342166,TYLER,TX,75701
223,-95.55635,29.727534,HOUSTON,TX,77042
224,-97.329523,30.1026,BASTROP,TX,78602
225,-96.863518,32.8197,DALLAS,TX,75247
226,-94.346104,32.167116,CARTHAGE,TX,75633
227,-98.584311,29.524659,SAN ANTONIO,TX,78229
228,-97.364945,32.649355,FORT WORTH,TX,76133
229,-95.400577,29.694916,HOUSTON,TX,77054
230,-97.215051,32.823817,NORTH RICHLAND HILLS,TX,76180
231,-95.381851,29.718374,HOUSTON,TX,77030
232,-95.568212,29.783953,HOUSTON,TX,77079
233,-95.452026,30.17288,SHENANDOAH,TX,77380
234,-95.718844,29.7777,KATY,TX,77450
235,-95.087257,29.548127,NASSAU BAY,TX,77058
236,-95.389926,29.706023,HOUSTON,TX,77030
237,-95.397553,29.714201,HOUSTON,TX,77030
238,-98.580829,29.508418,SAN ANTONIO,TX,78229
239,-98.624251,29.51098,SAN ANTONIO,TX,78240
240,-95.401485,29.709099,HOUSTON,TX,77030
241,-96.800514,32.992366,DALLAS,TX,75252
242,-95.744152,29.775068,KATY,TX,77450
243,-98.294306,26.225624,MISSION,TX,78572
244,-95.401396,29.709996,HOUSTON,TX,77030
245,-97.326455,32.726472,FORT WORTH,TX,76104
246,-97.778672,30.227364,AUSTIN,TX,78704
247,-98.163122,26.297225,EDINBURG,TX,78539
248,-96.815748,33.111432,FRISCO,TX,75034
249,-98.04932,27.761703,ALICE,TX,78332
250,-97.680672,26.164497,HARLINGEN,TX,78550
251,-98.122602,26.186976,ALAMO,TX,78516
252,-95.393708,29.712568,HOUSTON,TX,77030
253,-97.014042,32.981904,COPPELL,TX,75019
254,-95.643381,29.841343,HOUSTON,TX,77084
255,-95.425527,29.567304,PEARLAND,TX,77584
256,-97.413921,27.778176,CORPUS CHRISTI,TX,78405
257,-97.397993,27.779027,CORPUS CHRISTI,TX,78404
258,-94.346104,32.167116,CARTHAGE,TX,75633
259,-97.735041,30.274067,AUSTIN,TX,78701
260,-94.789146,32.518879,LONGVIEW,TX,75604
261,-95.606433,29.77705,HOUSTON,TX,77079
262,-95.450502,29.750223,HOUSTON,TX,77027
263,-97.791229,30.232271,AUSTIN,TX,78704
264,-96.792901,32.694108,DALLAS,TX,75216
265,-96.812328,33.06294,PLANO,TX,75024
266,-98.145734,29.700326,NEW BRAUNFELS,TX,78130
267,-95.27904,32.317878,TYLER,TX,75701
268,-95.688122,29.563603,SUGARLAND,TX,77479
269,-98.195131,26.252575,EDINBURG,TX,78539
270,-97.092998,32.935574,GRAPEVINE,TX,76051
271,-97.416012,27.779108,CORPUS CHRISIT,TX,78405
272,-97.161942,32.873883,COLLEYVILLE,TX,76034
273,-95.367226,29.748405,HOUSTON,TX,77002
274,-96.68193,32.864488,DALLAS,TX,75218
275,-97.39533,27.777473,CORPUS CHRISTI,TX,78404
276,-96.882462,33.033514,CARROLLTON,TX,75010
277,-98.534083,29.365501,SAN ANTONIO,TX,78211
278,-98.165321,26.291456,EDINBURG,TX,78539
279,-98.205841,26.242136,MCALLEN,TX,78504
280,-97.728436,30.289225,AUSTIN,TX,78705
281,-96.682811,32.762165,DALLAS,TX,75227
282,-98.600781,29.552234,SAN ANTONIO,TX,78249
283,-96.29146,30.582541,COLLEGE STATION,TX,77845
284,-95.367226,29.748405,HOUSTON,TX,77002
285,-97.414474,32.679856,FORT WORTH,TX,76109
286,-102.721144,34.643449,FRIONA,TX,79035
287,-95.480607,30.223311,THE WOODLANDS,TX,77384
288,-98.477622,33.875983,WICHITA FALLS,TX,76302
289,-95.289598,32.331858,TYLER,TX,75701
290,-96.725461,32.975323,RICHARDSON,TX,75080
291,-95.771479,29.577451,RICHMOND,TX,77469
292,-95.64013,29.575023,SUGAR LAND,TX,77479
293,-97.365829,31.07892,TEMPLE,TX,76508
294,-96.872623,32.857243,DALLAS,TX,75220
295,-94.924582,29.383938,TEXAS CITY,TX,77590
296,-96.819666,32.700857,DALLAS,TX,75216
297,-95.500182,29.707209,HOUSTON,TX,77074
298,-95.603691,29.594883,SUGARLAND,TX,77478
299,-95.397784,29.713494,HOUSTON,TX,77030
300,-95.397784,29.713494,HOUSTON,TX,77030
301,-96.83884,32.812892,DALLAS,TX,75390
302,-97.365829,31.07892,TEMPLE,TX,76508
303,-96.595884,32.786091,MESQUITE,TX,75149
304,-96.83884,32.812892,DALLAS,TX,75390
305,-98.461079,29.603106,SAN ANTONIO,TX,78232
306,-95.389926,29.706023,HOUSTON,TX,77030
307,-94.982182,29.769839,BAYTOWN,TX,77521
308,-98.347278,29.553729,SAN ANTONIO,TX,78233
309,-95.61899,30.087251,TOMBALL,TX,77375
310,-95.718844,29.777653,KATY,TX,77450
311,-95.636515,29.604664,SUGAR LAND,TX,77478
312,-95.466433,30.284126,CONROE,TX,77304
313,-95.401485,29.709099,HOUSTON,TX,77030
314,-96.313862,30.638325,COLLEGE STATION,TX,77840
315,-95.397784,29.713494,HOUSTON,TX,77030
316,-94.189941,31.795969,CENTER,TX,75935
317,-95.466433,30.284126,CONROE,TX,77304
318,-94.988207,29.395194,TEXAS CITY,TX,77591
319,-95.466521,30.283362,CONROE,TX,77304
320,-101.897572,33.548743,LUBBOCK,TX,79413
321,-96.867881,32.839098,DALLAS,TX,75235
322,-97.125189,32.83338,BEDFORD,TX,76022
323,-95.437014,32.187607,FLINT,TX,75762
324,-96.803597,32.802497,DALLAS,TX,75204
325,-96.676511,33.103253,ALLEN,TX,75013
326,-95.429253,29.782503,HOUSTON,TX,77007
327,-96.580021,32.909952,ROWLETT,TX,75089
328,-97.73811,30.289628,AUSTIN,TX,78705
329,-98.990293,31.697213,BROWNWOOD,TX,76801
330,-96.771964,32.914744,DALLAS,TX,75251
331,-97.328195,32.570668,BURLESON,TX,76028
332,-96.280163,30.54183,COLLEGE STATION,TX,77845
333,-97.29777,32.91516,KELLER,TX,76248
334,-96.758153,32.883213,DALLAS,TX,75231
335,-95.305231,32.282102,TYLER,TX,75703
336,-96.313862,30.638325,COLLEGE STATION,TX,77840
337,-95.443456,30.130748,THE WOODLANDS,TX,77386
338,-97.445862,27.807036,CORPUS CHRISTI,TX,78407
339,-97.119815,32.833692,EULESS,TX,76040
340,-95.125877,29.789153,CHANNELVIEW,TX,77530
341,-98.488477,29.436725,SAN ANTONIO,TX,78215
342,-101.246131,33.660018,CROSBYTON,TX,79322
343,-95.09371,29.505981,LEAGUE CITY,TX,77573
344,-97.597355,33.218604,DECATUR,TX,76234
345,-95.507883,29.803098,HOUSTON,TX,77055
346,-97.211059,31.522241,WACO,TX,76710
347,-95.741089,29.775408,KATY,TX,77450
348,-96.782352,32.791539,DALLAS,TX,75204
349,-95.544613,29.779942,HOUSTON,TX,77024
350,-101.920365,35.190466,AMARILO,TX,79106
351,-94.367832,32.537262,MARSHALL,TX,75670
352,-95.458081,30.199653,THE WOODLANDS,TX,77384
353,-95.216956,29.617475,HOUSTON,TX,77034
354,-95.148012,29.649643,PASADENA,TX,77505
355,-97.014799,32.720099,GRAND PRAIRIE,TX,75051
356,-97.372083,27.67974,CORPUS CHRISTI,TX,78414
357,-97.504596,25.932028,BROWNSVILLE,TX,78520
358,-106.500814,31.77426,EL PASO,TX,79902
359,-98.204447,26.236987,MCALLEN,TX,78504
360,-106.368978,31.743824,EL PASO,TX,79915
361,-98.347379,29.551424,SAN ANTONIO,TX,78233
362,-106.434234,31.772674,EL PASO,TX,79905
363,-98.431091,29.506886,SAN ANTONIO,TX,78218
364,-98.31067,26.208644,MISSION,TX,78572
365,-98.045565,26.166662,DONNA,TX,78537
366,-102.375963,31.845022,ODESSA,TX,79762
367,-95.36064,29.773768,HOUSTON,TX,77009
368,-96.123056,33.123312,GREENVILLE,TX,75402
369,-94.060528,33.448911,TEXARKANA,TX,75503
370,-97.751556,30.306865,AUSTIN,TX,78703
371,-106.605054,31.983252,ANTHONY,TX,79821
372,-98.49544,29.632803,SAN ANTONIO,TX,78258
373,-95.284483,29.672203,HOUSTON,TX,77061
374,-95.397553,29.714201,HOUSTON,TX,77030
375,-98.49184,29.444441,SAN ANTONIO,TX,78212
376,-98.480772,29.355396,SAN ANTONIO,TX,78214
377,-97.008601,28.807804,VICTORIA,TX,77901
378,-97.3481,32.735698,FORT WORTH,TX,76104
379,-98.579286,29.512338,SAN ANTONIO,TX,78229
380,-96.83884,32.812892,DALLAS,TX,75390
381,-95.403061,29.690524,HOUSTON,TX,77054
382,-106.499111,31.770514,EL PASO,TX,79902
383,-96.876823,32.648743,DALLAS,TX,75237
384,-95.718844,29.777653,KATY,TX,77450
385,-99.477153,27.530632,LAREDO,TX,78041
386,-95.630759,29.915804,HOUSTON,TX,77095
387,-106.316722,31.765073,EL PASO,TX,79936
388,-95.760111,29.578317,RICHMOND,TX,77469
389,-98.576355,29.512227,SAN ANTONIO,TX,78229
390,-95.82496,29.799021,KATY,TX,77493
391,-95.194973,29.524503,FRIENDSWOOD,TX,77546
392,-98.569249,29.517553,SAN ANTONIO,TX,78229
393,-98.573811,29.507791,SAN ANTONIO,TX,78229
394,-97.798481,30.229849,AUSTIN,TX,78745
395,-97.811879,30.530596,CEDAR PARK,TX,78613
396,-97.811879,30.530596,CEDAR PARK,TX,78613
397,-94.731361,32.501534,LONGVIEW,TX,75601
398,-99.795949,29.204016,UVALDE,TX,78801
399,-98.309497,26.218547,MISSION,TX,78572
400,-95.426921,30.025078,HOUSTON,TX,77073
401,-106.351294,31.756731,EL PASO,TX,79925
402,-96.768247,33.113903,FRISCO,TX,75035
403,-96.83704,32.811527,DALLAS,TX,75235
404,-95.397553,29.714201,HOUSTON,TX,77030
405,-97.67119,26.174017,HARLINGEN,TX,78550
406,-97.822061,30.173653,AUSTIN,TX,78748
407,-95.972291,29.003367,BAY CITY,tx,77414
408,-96.768714,32.817141,DALLAS,TX,75206
409,-95.426921,30.025078,HOUSTON,TX,77073
410,-95.455764,29.031054,LAKE JACKSON,TX,77566
411,-97.116837,32.679048,ARLINGTON,TX,76018
412,-97.115212,32.750093,ARLINGTON,TX,78012
413,-95.248601,29.999193,HUMBLE,TX,77338
414,-96.661949,32.991644,RICHARDSON,TX,75082
415,-95.544613,29.779942,HOUSTON,TX,77024
416,-97.748986,30.353278,AUSTIN,TX,78731
417,-95.310556,29.812786,HOUSTON,TX,77026
418,-95.644019,29.705554,HOUSTON,TX,77083
419,-96.812328,33.06294,PLANO,TX,75024
420,-97.333352,32.730649,FT WORTH,TX,76104
421,-96.770645,32.875009,DALLAS,TX,75231
422,-96.815598,32.776473,DALLAS,TX,75207
423,-98.492828,29.432885,SAN ANTONIO,TX,78205
424,-97.131964,32.723231,ARLINGTON,TX,76013
425,-97.131964,32.723231,ARLINGTON,TX,76013
426,-96.662783,32.719474,DALLAS,TX,75217
427,-95.456363,30.174839,THE WOODLANDS,tx,77380
428,-97.503364,25.943144,BROWNSVILLE,TX,78521
429,-96.83704,32.811527,DALLAS,TX,75235
430,-98.477622,33.875983,WICHITA FALLS,TX,76302
431,-106.461453,31.819014,EL PASO,TX,79920
432,-97.174532,33.233015,DENTON,TX,76207
433,-102.375963,31.845022,ODESSA,TX,79765
434,-95.39694,29.706353,HOUSTON,TX,77030
435,-96.625629,32.926052,GARLAND,TX,75040
436,-96.782352,32.791539,DALLAS,TX,75204
437,-96.919477,32.647105,DUNCANVILLE,TX,75116
438,-97.08732,32.847574,EULESS,TX,76039
439,-97.343749,32.734544,FORT WORTH,TX,76104
440,-97.468753,25.920873,BROWNSVILLE,TX,78521
441,-95.606814,29.614496,SUGAR LAND,TX,77478
442,-97.93976,29.855224,SAN MARCOS,TX,78666
443,-96.291364,30.582564,COLLEGE STATION,TX,77845
444,-95.421424,29.760594,HOUSTON,TX,77007
445,-97.686925,30.696754,GEORGETOWN,TX,78628
446,-96.825536,32.759287,DALLAS,TX,75208
447,-96.960695,32.865254,IRVING,TX,75038
448,-96.69625,33.198513,MCKINNEY,TX,75071
449,-97.921005,31.104023,COPPERAS COVE,TX,76522
450,-97.335561,32.737338,FORT WORTH,TX,76104
451,-97.726843,30.496993,ROUND ROCK,TX,78681
452,-102.359958,31.852096,ODESSA,TX,79761
453,-95.291863,32.345356,TYLER,TX,75702
454,-97.365829,31.07892,TEMPLE,TX,76502
455,-96.83704,32.811527,DALLAS,TX,75235
456,-97.150779,29.291564,YOAKUM,TX,77995
457,-96.333806,32.967747,ROYSE CITY,TX,75189
458,-94.988207,29.395194,TEXAS CITY,TX,77591
459,-100.43403,31.463407,SAN ANGELO,TX,76903
460,-97.120308,32.830677,EULESS,TX,76040
461,-95.513729,29.689753,HOUSTON,TX,77074
462,-98.573811,29.507791,SAN ANTONIO,TX,78229
463,-97.138462,32.659443,ARLINGTON,TX,76017
464,-94.933908,32.536046,GLADEWATER,TX,75647
465,-96.857184,32.68846,DALLAS,TX,75232
466,-95.551918,29.702703,HOUSTON,TX,77036
467,-100.435289,32.834237,ROTAN,TX,79546
468,-98.589332,29.509249,SAN ANTONIO,TX,78229
469,-96.978357,32.990437,COPPELL,TX,75019
470,-98.491884,29.44147,SAN ANTONIO,TX,78212
471,-96.792901,32.694108,DALLAS,TX,75216
472,-95.429897,29.810391,HOUSTON,TX,77008
473,-95.558426,30.699033,HUNTSVILLE,TX,77340
474,-97.804933,30.277612,AUSTIN,TX,78746
475,-98.576355,29.512227,SAN ANTONIO,TX,78229
476,-98.491899,29.445535,SAN ANTONIO,TX,78212
477,-98.412298,29.374693,SAN ANTONIO,TX,78222
478,-96.763346,32.883174,DALLAS,TX,75231
479,-106.572725,31.838565,EL PASO,TX,79922
480,-95.154597,30.233152,SPLENDORA,TX,77372
481,-97.733919,30.299961,AUSTIN,TX,78765
482,-98.286444,29.535342,RANDOLPH AFB,TX,78150
483,-95.482739,29.676407,HOUSTON,TX,77030
484,-96.884784,33.027532,CARROLLTON,TX,75010
485,-97.08902,32.933612,GRAPEVINE,TX,76051
486,-98.554032,29.600045,SAN ANTONIO,TX,78231
487,-95.718845,29.777794,KATY,TX,77450
488,-96.733062,33.085973,PLANO,TX,75025
489,-96.629597,32.320553,ENNIS,TX,75119
490,-95.41864,29.733111,HOUSTON,TX,77098
491,-98.49923,29.51597,SAN ANTONIO,TX,78216
492,-95.619164,29.606753,SUGARLAND,TX,77478
493,-96.870559,32.895724,DALLAS,TX,75229
494,-95.124229,29.542624,WEBSTER,TX,77598
495,-94.127652,30.068366,BEAUMONT,TX,77701
496,-99.314923,34.160863,VERNON,TX,76384
497,-97.439021,32.329432,CLEBURNE,TX,76033
498,-98.427552,29.519826,SAN ANTONIO,TX,78217
499,-95.664242,29.606824,SUGAR LAND,TX,77498
500,-98.309497,26.218547,MISSION,TX,78572
501,-95.366125,29.74587,HOUSTON,TX,77002
502,-102.339225,32.0451,GARDENDALE,TX,79758
503,-96.640427,28.634146,PORT LAVACA,TX,77979
504,-98.494091,29.434659,SAN ANTONIO,TX,78205
505,-101.832297,35.099693,AMARILLO,TX,79118
506,-98.563769,29.50697,SAN ANTONIO,TX,78229
507,-95.538729,30.026066,SPRING,TX,77379
508,-98.571553,29.572394,SAN ANTONIO,TX,78249
509,-97.005118,33.042068,LEWISVILLE,TX,75057
510,-95.09371,29.505981,LEAGUE CITY,TX,77573
511,-98.249672,26.177845,MCALLEN,TX,78504
512,-98.57036,29.523013,SAN ANTONIO,TX,78240
513,-95.18509,29.661022,PASADENA,TX,77504
514,-96.663363,32.918642,GARLAND,TX,75042
515,-95.721787,32.679144,GRAND SALINE,TX,75140
516,-106.433044,31.894549,EL PASO,TX,79924
517,-98.616316,29.597917,SAN ANTONIO,TX,78229
518,-98.205105,26.254213,EDINBURG,TX,78539
519,-98.205105,26.254213,EDINBURG,TX,78539
520,-94.197263,30.250136,LUMBERTON,TX,77657
521,-95.398641,29.704369,HOUSTON,TX,77030
522,-95.277816,29.695632,HOUSTON,TX,77017
523,-93.989182,29.933669,PORT ARTHUR,TX,77640
524,-93.989182,29.933669,PORT ARTHUR,TX,77640
525,-97.976452,26.15027,WESLACO,TX,78596
526,-98.041343,32.832509,MINERAL WELLS,TX,76067
527,-94.775549,29.31111,GALVESTON,TX,77555
